month,format,device_type,bid_type,network_id,advertiser_category,spend,impressions,clicks,measurable_imps,viewable_imps,engagements,video_start,video_complete,conversions,CPM,clickthrough_rate,viewability,engagement_rate,video_completion_rate,conversion_rate
Mar-2023,native,desktop,cpm,120,Food & Drink,118.27,29110,33,25801,13753,5,0,0,0,4.0628,0.001134,0.533,0.1515,,0.0
Mar-2023,native,desktop,cpc,119,Shopping,120.59,23302,81,18719,12802,14,0,0,1,5.1749,0.003476,0.6839,0.1728,,0.012346
Mar-2023,native,desktop,cpc,119,Education,821.31,165738,252,118148,71452,7,0,0,1,4.9555,0.00152,0.6048,0.0278,,0.003968
Mar-2023,native,desktop,cpc,119,Arts & Entertainment,120.95,24091,30,19410,10307,6,0,0,0,5.0205,0.001245,0.531,0.2,,0.0
Mar-2023,native,desktop,cpc,119,Business,10.78,2751,7,1982,1081,1,0,0,0,3.9198,0.002545,0.5454,0.1429,,0.0
Mar-2023,native,desktop,cpc,119,Hobbies & Interests,112.62,27499,94,22544,12038,20,0,0,1,4.0956,0.003418,0.534,0.2128,,0.010638
Mar-2023,native,desktop,cpc,119,Technology & Computing,6.2,1208,2,912,547,0,0,0,0,5.1347,0.001656,0.5998,,,0.0
Mar-2023,native,desktop,cpc,119,Real Estate,96.65,18597,65,16015,11203,10,0,0,0,5.1972,0.003495,0.6995,0.1538,,0.0
Mar-2023,native,desktop,cpc,119,News,1052.87,315051,353,219853,135146,53,0,0,1,3.3419,0.00112,0.6147,0.1501,,0.002833
Mar-2023,native,desktop,cpc,85,Arts & Entertainment,36.48,12556,13,11890,6539,1,0,0,0,2.9056,0.001035,0.55,0.0769,,0.0
Mar-2023,native,desktop,cpc,85,Travel,101.8,35266,93,24779,16036,21,0,0,1,2.8866,0.002637,0.6472,0.2258,,0.010753
Mar-2023,native,desktop,cpc,85,Food & Drink,123.86,28812,51,19672,13365,5,0,0,0,4.2989,0.00177,0.6794,0.098,,0.0
Mar-2023,native,desktop,cpc,85,Shopping,8.62,1988,6,1353,761,0,0,0,0,4.3348,0.003018,0.5625,,,0.0
Mar-2023,native,desktop,cpc,85,Automotive,91.59,26406,48,17897,10212,7,0,0,0,3.4686,0.001818,0.5706,0.1458,,0.0
Mar-2023,native,desktop,cpc,87,Hobbies & Interests,51.84,8546,15,7632,5003,1,0,0,0,6.0655,0.001755,0.6555,0.0667,,0.0
Mar-2023,native,desktop,cpc,87,Health & Fitness,82.33,13374,10,11822,6647,0,0,0,0,6.1563,0.000748,0.5623,,,0.0
Mar-2023,native,desktop,cpc,87,Automotive,615.4,108346,393,101989,62466,45,0,0,2,5.68,0.003627,0.6125,0.1145,,0.005089
Mar-2023,native,desktop,cpc,87,Real Estate,7295.1,1697556,4160,1370655,824037,994,0,0,25,4.2974,0.002451,0.6012,0.2389,,0.00601
Mar-2023,native,desktop,cpc,87,Technology & Computing,172.55,48128,145,43067,25229,4,0,0,0,3.5853,0.003013,0.5858,0.0276,,0.0
Mar-2023,native,desktop,cpc,87,Food & Drink,24.78,4320,9,3742,2161,1,0,0,0,5.7355,0.002083,0.5775,0.1111,,0.0
Mar-2023,native,desktop,cpc,87,Education,2785.88,563607,705,432548,281463,89,0,0,5,4.9429,0.001251,0.6507,0.1262,,0.007092
Mar-2023,native,desktop,cpc,87,Arts & Entertainment,1292.05,325547,336,269917,164227,38,0,0,1,3.9688,0.001032,0.6084,0.1131,,0.002976
Mar-2023,native,desktop,cpc,73,News,10.77,1937,1,1730,999,0,0,0,0,5.5577,0.000516,0.5775,,,0.0
Mar-2023,native,desktop,cpc,73,Real Estate,87.34,25136,82,18018,12542,2,0,0,0,3.4748,0.003262,0.6961,0.0244,,0.0
Mar-2023,native,desktop,cpc,73,Education,174.35,48246,146,37954,23510,22,0,0,1,3.6138,0.003026,0.6194,0.1507,,0.006849
Mar-2023,native,desktop,cpc,73,Hobbies & Interests,321.0,54151,75,46537,31801,1,0,0,0,5.9278,0.001385,0.6833,0.0133,,0.0
Mar-2023,native,desktop,cpc,73,Shopping,58.21,12098,27,8705,5422,4,0,0,0,4.8117,0.002232,0.6229,0.1481,,0.0
Mar-2023,native,desktop,cpc,94,Hobbies & Interests,9.78,1939,1,1376,770,0,0,0,0,5.0418,0.000516,0.5596,,,0.0
Mar-2023,native,desktop,cpc,94,Business,14.58,3027,8,2399,1556,0,0,0,0,4.8159,0.002643,0.6486,,,0.0
Mar-2023,native,desktop,cpc,94,Education,475.95,80951,230,60287,33912,6,0,0,1,5.8795,0.002841,0.5625,0.0261,,0.004348
Mar-2023,native,desktop,cpc,94,Technology & Computing,28.25,5840,17,5228,2729,3,0,0,0,4.8365,0.002911,0.522,0.1765,,0.0
Mar-2023,native,desktop,cpc,94,Real Estate,1447.89,326912,358,289133,155273,20,0,0,1,4.429,0.001095,0.537,0.0559,,0.002793
Mar-2023,native,desktop,cpc,94,Arts & Entertainment,15.21,2718,7,2157,1375,1,0,0,0,5.5944,0.002575,0.6375,0.1429,,0.0
Mar-2023,native,desktop,cpc,106,Food & Drink,316.72,102445,188,76776,42598,44,0,0,2,3.0916,0.001835,0.5548,0.234,,0.010638
Mar-2023,native,desktop,cpc,106,News,3387.86,1240465,1870,1072333,559779,239,0,0,7,2.7311,0.001507,0.522,0.1278,,0.003743
Mar-2023,native,desktop,cpc,106,Hobbies & Interests,233.66,42459,121,34352,19496,17,0,0,0,5.5032,0.00285,0.5675,0.1405,,0.0
Mar-2023,native,desktop,cpc,106,Automotive,2531.6,760705,1080,496798,285561,249,0,0,11,3.328,0.00142,0.5748,0.2306,,0.010185
Mar-2023,native,desktop,cpc,106,Shopping,576.42,112980,417,97587,58074,42,0,0,13,5.1019,0.003691,0.5951,0.1007,,0.031175
Mar-2023,native,desktop,cpc,95,Technology & Computing,4634.55,814697,2816,602433,313906,143,0,0,19,5.6887,0.003456,0.5211,0.0508,,0.006747
Mar-2023,native,desktop,cpc,95,Arts & Entertainment,8.28,1586,2,1115,765,0,0,0,0,5.2207,0.001261,0.6861,,,0.0
Mar-2023,native,desktop,cpc,95,Health & Fitness,151.82,31565,31,26180,17933,6,0,0,0,4.8099,0.000982,0.685,0.1935,,0.0
Mar-2023,native,desktop,cpc,120,Arts & Entertainment,899.93,159132,576,142639,97828,73,0,0,1,5.6552,0.00362,0.6858,0.1267,,0.001736
Mar-2023,native,desktop,cpc,120,News,233.58,39779,116,29925,17205,20,0,0,0,5.8719,0.002916,0.5749,0.1724,,0.0
Mar-2023,native,desktop,cpc,120,Business,34.18,7646,23,5352,3566,0,0,0,0,4.4702,0.003008,0.6663,,,0.0
Mar-2023,native,desktop,cpc,120,Hobbies & Interests,1460.59,276423,330,251844,149225,78,0,0,2,5.2839,0.001194,0.5925,0.2364,,0.006061
Mar-2023,native,desktop,cpc,120,Food & Drink,86.09,24492,35,20205,12452,1,0,0,0,3.515,0.001429,0.6163,0.0286,,0.0
Mar-2023,native,mobile-web,cpm,125,Automotive,80.54,16569,42,13892,9898,9,0,0,0,4.8608,0.002535,0.7125,0.2143,,0.0
Mar-2023,native,mobile-web,cpm,125,Shopping,152.78,34151,48,22501,14770,8,0,0,1,4.4735,0.001406,0.6564,0.1667,,0.020833
Mar-2023,native,mobile-web,cpm,125,Health & Fitness,7.95,1559,3,1169,830,0,0,0,0,5.1009,0.001924,0.71,,,0.0
Mar-2023,native,mobile-web,cpm,125,Technology & Computing,67.03,12047,37,8172,5524,7,0,0,0,5.5639,0.003071,0.676,0.1892,,0.0
Mar-2023,native,mobile-web,cpm,125,Food & Drink,2479.51,887408,1245,774381,475052,87,0,0,5,2.7941,0.001403,0.6135,0.0699,,0.004016
Mar-2023,native,mobile-web,cpm,125,Travel,2442.48,524552,1624,426586,302996,188,0,0,23,4.6563,0.003096,0.7103,0.1158,,0.014163
Mar-2023,native,mobile-web,cpm,125,Education,804.73,132419,150,117553,74380,21,0,0,0,6.0771,0.001133,0.6327,0.14,,0.0
Mar-2023,native,mobile-web,cpm,125,Arts & Entertainment,11.27,2875,10,2621,1688,2,0,0,0,3.9189,0.003478,0.644,0.2,,0.0
Mar-2023,native,mobile-web,cpm,117,Real Estate,750.47,133333,214,110290,71052,34,0,0,0,5.6285,0.001605,0.6442,0.1589,,0.0
Mar-2023,native,mobile-web,cpm,117,Travel,24.14,5031,18,3613,2550,1,0,0,0,4.7981,0.003578,0.7058,0.0556,,0.0
Mar-2023,native,mobile-web,cpm,117,News,19.07,4661,15,3360,2347,1,0,0,0,4.0917,0.003218,0.6985,0.0667,,0.0
Mar-2023,native,mobile-web,cpm,117,Food & Drink,1048.99,211732,658,153996,97585,47,0,0,2,4.9543,0.003108,0.6337,0.0714,,0.00304
Mar-2023,native,mobile-web,cpm,117,Shopping,57.31,10572,34,7107,4760,6,0,0,0,5.4207,0.003216,0.6698,0.1765,,0.0
Mar-2023,native,mobile-web,cpm,117,Hobbies & Interests,95.93,21998,70,15310,9989,5,0,0,0,4.3606,0.003182,0.6524,0.0714,,0.0
Mar-2023,native,mobile-web,cpm,134,Hobbies & Interests,16.39,5229,8,3777,2500,1,0,0,0,3.1349,0.00153,0.6619,0.125,,0.0
Mar-2023,native,mobile-web,cpm,134,Technology & Computing,31.54,6099,14,5651,2946,0,0,0,0,5.1721,0.002295,0.5213,,,0.0
Mar-2023,native,mobile-web,cpm,134,Shopping,3.55,1267,3,1015,633,0,0,0,0,2.8027,0.002368,0.6236,,,0.0
Mar-2023,native,mobile-web,cpm,134,Food & Drink,234.64,51627,93,44123,23459,7,0,0,0,4.5449,0.001801,0.5317,0.0753,,0.0
Mar-2023,native,mobile-web,cpm,134,Business,217.85,43394,95,29650,15487,17,0,0,0,5.0204,0.002189,0.5223,0.1789,,0.0
Mar-2023,native,mobile-web,cpm,128,Health & Fitness,41.36,13726,41,10184,6337,4,0,0,0,3.0131,0.002987,0.6223,0.0976,,0.0
Mar-2023,native,mobile-web,cpm,128,Business,582.79,116340,214,97545,64305,36,0,0,1,5.0094,0.001839,0.6592,0.1682,,0.004673
Mar-2023,native,mobile-web,cpm,128,Education,14.75,3633,4,3190,2143,0,0,0,0,4.0608,0.001101,0.6718,,,0.0
Mar-2023,native,mobile-web,cpm,128,Technology & Computing,3726.56,784025,1713,599639,313858,286,0,0,6,4.7531,0.002185,0.5234,0.167,,0.003503
Mar-2023,native,mobile-web,cpm,141,Real Estate,210.78,40560,96,26896,16781,23,0,0,0,5.1966,0.002367,0.6239,0.2396,,0.0
Mar-2023,native,mobile-web,cpm,141,Technology & Computing,140.05,27581,28,19449,10901,3,0,0,0,5.0779,0.001015,0.5605,0.1071,,0.0
Mar-2023,native,mobile-web,cpm,141,Travel,170.27,61554,183,55242,30759,18,0,0,1,2.7662,0.002973,0.5568,0.0984,,0.005464
Mar-2023,native,mobile-web,cpm,141,Hobbies & Interests,2220.1,808516,3002,628070,401550,126,0,0,27,2.7459,0.003713,0.6393,0.042,,0.008994
Mar-2023,native,mobile-web,cpm,120,Arts & Entertainment,14.91,5046,18,4576,2433,3,0,0,0,2.9552,0.003567,0.5317,0.1667,,0.0
Mar-2023,native,mobile-web,cpm,120,Automotive,16.85,6082,4,4854,2717,0,0,0,0,2.7702,0.000658,0.5597,,,0.0
Mar-2023,native,mobile-web,cpm,120,Education,31.99,9804,30,7216,4220,5,0,0,0,3.2625,0.00306,0.5848,0.1667,,0.0
Mar-2023,native,mobile-web,cpm,120,Hobbies & Interests,1767.45,300246,348,203525,125802,83,0,0,1,5.8867,0.001159,0.6181,0.2385,,0.002874
Mar-2023,native,mobile-web,cpm,120,Business,243.16,40055,113,31874,17326,23,0,0,0,6.0706,0.002821,0.5436,0.2035,,0.0
Mar-2023,native,mobile-web,cpm,120,Real Estate,68.8,21731,27,17561,12090,4,0,0,0,3.1659,0.001242,0.6885,0.1481,,0.0
Mar-2023,native,mobile-web,cpm,120,Health & Fitness,233.45,60615,168,41613,23038,33,0,0,1,3.8514,0.002772,0.5536,0.1964,,0.005952
Mar-2023,native,mobile-web,cpm,120,Shopping,150.38,29903,36,27611,15653,3,0,0,1,5.0289,0.001204,0.5669,0.0833,,0.027778
Mar-2023,native,mobile-web,cpm,75,Real Estate,271.86,46197,40,32376,21699,2,0,0,0,5.8849,0.000866,0.6702,0.05,,0.0
Mar-2023,native,mobile-web,cpm,75,Technology & Computing,105.51,22406,38,15711,9932,0,0,0,0,4.709,0.001696,0.6322,,,0.0
Mar-2023,native,mobile-web,cpm,75,Hobbies & Interests,4772.78,961358,3309,627296,382397,546,0,0,30,4.9646,0.003442,0.6096,0.165,,0.009066
Mar-2023,native,mobile-web,cpm,75,Education,177.31,39242,110,27259,15894,19,0,0,0,4.5184,0.002803,0.5831,0.1727,,0.0
Mar-2023,native,mobile-web,cpm,75,Food & Drink,43.17,9891,25,9365,4923,4,0,0,0,4.3643,0.002528,0.5257,0.16,,0.0
Mar-2023,native,mobile-web,cpm,75,Business,0.39,116,0,86,55,0,0,0,0,3.3702,0.0,0.6395,,,0.0
Mar-2023,native,mobile-web,cpm,75,Arts & Entertainment,47.02,9864,27,8966,5790,1,0,0,0,4.7667,0.002737,0.6458,0.037,,0.0
Mar-2023,native,mobile-web,cpm,75,Automotive,8.01,2620,6,1872,1186,0,0,0,0,3.0564,0.00229,0.6335,,,0.0
Mar-2023,native,mobile-web,cpm,132,Arts & Entertainment,115.33,19389,43,17412,11516,2,0,0,0,5.9485,0.002218,0.6614,0.0465,,0.0
Mar-2023,native,mobile-web,cpm,132,Education,19.55,3660,11,2733,1453,1,0,0,0,5.3429,0.003005,0.5317,0.0909,,0.0
Mar-2023,native,mobile-web,cpm,132,Real Estate,671.03,108746,336,83470,54250,11,0,0,2,6.1706,0.00309,0.6499,0.0327,,0.005952
Mar-2023,native,mobile-web,cpm,132,Health & Fitness,87.96,22198,40,17516,11457,7,0,0,0,3.9627,0.001802,0.6541,0.175,,0.0
Mar-2023,native,mobile-web,cpm,132,Shopping,134.92,22442,70,17221,9645,16,0,0,0,6.012,0.003119,0.5601,0.2286,,0.0
Mar-2023,native,mobile-web,cpm,20,Business,12.16,3388,5,2619,1653,0,0,0,0,3.5879,0.001476,0.6312,,,0.0
Mar-2023,native,mobile-web,cpm,20,Arts & Entertainment,189.13,42330,94,35631,18997,11,0,0,0,4.468,0.002221,0.5332,0.117,,0.0
Mar-2023,native,mobile-web,cpm,20,Food & Drink,30.17,6312,16,4339,2268,1,0,0,0,4.779,0.002535,0.5227,0.0625,,0.0
Mar-2023,native,mobile-web,cpm,20,Automotive,2271.71,430220,1423,324179,192393,300,0,0,8,5.2803,0.003308,0.5935,0.2108,,0.005622
Mar-2023,native,mobile-web,cpm,20,Technology & Computing,274.94,63812,85,49284,34410,5,0,0,0,4.3086,0.001332,0.6982,0.0588,,0.0
Mar-2023,native,mobile-web,cpm,20,Education,1499.28,383898,1217,340277,236458,261,0,0,3,3.9054,0.00317,0.6949,0.2145,,0.002465
Mar-2023,native,mobile-web,cpm,127,Travel,20.71,3499,9,2992,2062,0,0,0,0,5.9183,0.002572,0.6892,,,0.0
Mar-2023,native,mobile-web,cpm,127,Real Estate,190.48,46153,55,42475,30197,12,0,0,0,4.1271,0.001192,0.7109,0.2182,,0.0
Mar-2023,native,mobile-web,cpm,127,Technology & Computing,52.6,10292,27,9470,5120,6,0,0,0,5.1112,0.002623,0.5407,0.2222,,0.0
Mar-2023,native,mobile-web,cpm,85,Business,143.67,33713,123,28399,17337,13,0,0,0,4.2615,0.003648,0.6105,0.1057,,0.0
Mar-2023,native,mobile-web,cpm,85,Education,588.59,112995,296,83620,51872,49,0,0,2,5.209,0.00262,0.6203,0.1655,,0.006757
Mar-2023,native,mobile-web,cpm,85,Real Estate,265.41,56093,119,39168,26419,12,0,0,0,4.7316,0.002121,0.6745,0.1008,,0.0
Mar-2023,native,mobile-web,cpm,85,Travel,135.82,36290,67,25743,13778,6,0,0,0,3.7427,0.001846,0.5352,0.0896,,0.0
Mar-2023,native,mobile-web,cpm,85,News,32.99,11256,27,10239,6544,5,0,0,0,2.9306,0.002399,0.6391,0.1852,,0.0
Mar-2023,native,mobile-web,cpm,86,Business,13.3,4180,5,3561,2524,0,0,0,0,3.1811,0.001196,0.7088,,,0.0
Mar-2023,native,mobile-web,cpm,86,Travel,11.22,2041,5,1610,1029,0,0,0,0,5.4996,0.00245,0.6391,,,0.0
Mar-2023,native,mobile-web,cpm,86,Food & Drink,129.89,24987,46,22535,13937,2,0,0,0,5.1981,0.001841,0.6185,0.0435,,0.0
Mar-2023,native,mobile-web,cpm,86,Automotive,848.84,306415,846,205123,110779,157,0,0,8,2.7702,0.002761,0.5401,0.1856,,0.009456
Mar-2023,native,mobile-web,cpm,86,Health & Fitness,27.91,4798,11,4136,2578,1,0,0,0,5.817,0.002293,0.6233,0.0909,,0.0
Mar-2023,native,mobile-web,cpm,86,Hobbies & Interests,28.87,7455,26,6939,4697,6,0,0,0,3.8721,0.003488,0.6769,0.2308,,0.0
Mar-2023,native,mobile-web,cpc,132,Automotive,25.01,7158,17,5652,3910,2,0,0,0,3.4945,0.002375,0.6918,0.1176,,0.0
Mar-2023,native,mobile-web,cpc,132,News,3.96,1008,3,949,504,0,0,0,0,3.9278,0.002976,0.5311,,,0.0
Mar-2023,native,mobile-web,cpc,132,Food & Drink,12.49,2708,7,2291,1274,1,0,0,0,4.6107,0.002585,0.5561,0.1429,,0.0
Mar-2023,native,mobile-web,cpc,132,Hobbies & Interests,46.39,14198,15,10139,6613,2,0,0,0,3.2672,0.001056,0.6522,0.1333,,0.0
Mar-2023,native,mobile-web,cpc,132,Health & Fitness,37.76,7595,8,5833,3685,0,0,0,0,4.9723,0.001053,0.6318,,,0.0
Mar-2023,native,mobile-web,cpc,132,Technology & Computing,110.79,34948,76,32969,19189,18,0,0,0,3.1703,0.002175,0.582,0.2368,,0.0
Mar-2023,native,mobile-web,cpc,132,Travel,161.14,41010,104,29278,17961,17,0,0,0,3.9293,0.002536,0.6135,0.1635,,0.0
Mar-2023,native,mobile-web,cpc,132,Education,17.51,3406,9,2934,1816,1,0,0,0,5.1398,0.002642,0.619,0.1111,,0.0
Mar-2023,native,mobile-web,cpc,117,Health & Fitness,1563.05,468245,696,404289,215215,72,0,0,2,3.3381,0.001486,0.5323,0.1034,,0.002874
Mar-2023,native,mobile-web,cpc,117,Real Estate,326.31,76287,113,60076,33017,25,0,0,0,4.2775,0.001481,0.5496,0.2212,,0.0
Mar-2023,native,mobile-web,cpc,117,Hobbies & Interests,743.74,158839,577,124210,80020,106,0,0,6,4.6824,0.003633,0.6442,0.1837,,0.010399
Mar-2023,native,mobile-web,cpc,117,Business,778.88,173302,561,138706,97877,89,0,0,3,4.4943,0.003237,0.7056,0.1586,,0.005348
Mar-2023,native,mobile-web,cpc,117,News,239.16,44107,141,38373,20157,28,0,0,0,5.4223,0.003197,0.5253,0.1986,,0.0
Mar-2023,native,mobile-web,cpc,117,Arts & Entertainment,1750.99,294141,423,262167,165936,81,0,0,1,5.9529,0.001438,0.6329,0.1915,,0.002364
Mar-2023,native,mobile-web,cpc,117,Food & Drink,51.38,18550,54,16080,10786,10,0,0,0,2.7698,0.002911,0.6708,0.1852,,0.0
Mar-2023,native,mobile-web,cpc,117,Education,582.46,99343,317,80282,50571,30,0,0,1,5.8632,0.003191,0.6299,0.0946,,0.003155
Mar-2023,native,mobile-web,cpc,94,Food & Drink,159.87,35632,88,33023,18746,13,0,0,0,4.4866,0.00247,0.5677,0.1477,,0.0
Mar-2023,native,mobile-web,cpc,94,Health & Fitness,49.51,8576,14,7137,4605,2,0,0,0,5.7734,0.001632,0.6452,0.1429,,0.0
Mar-2023,native,mobile-web,cpc,94,Shopping,79.57,23854,37,21153,13161,4,0,0,0,3.3358,0.001551,0.6222,0.1081,,0.0
Mar-2023,native,mobile-web,cpc,94,Technology & Computing,187.94,44994,50,32048,20879,6,0,0,0,4.177,0.001111,0.6515,0.12,,0.0
Mar-2023,native,mobile-web,cpc,94,Real Estate,52.75,8873,12,8321,5008,1,0,0,0,5.9448,0.001352,0.6019,0.0833,,0.0
Mar-2023,native,mobile-web,cpc,120,Shopping,39.29,8039,28,6735,4096,4,0,0,0,4.8872,0.003483,0.6082,0.1429,,0.0
Mar-2023,native,mobile-web,cpc,120,News,75.93,15678,23,12271,7285,5,0,0,0,4.8432,0.001467,0.5937,0.2174,,0.0
Mar-2023,native,mobile-web,cpc,120,Education,11.28,3149,8,2483,1660,0,0,0,0,3.5831,0.00254,0.6685,,,0.0
Mar-2023,native,mobile-web,cpc,120,Hobbies & Interests,254.49,80103,233,68654,44939,54,0,0,2,3.1771,0.002909,0.6546,0.2318,,0.008584
Mar-2023,native,mobile-web,cpc,120,Business,19.12,4704,3,3161,2206,0,0,0,0,4.0649,0.000638,0.6979,,,0.0
Mar-2023,native,mobile-web,cpc,141,Hobbies & Interests,14.04,2490,6,1844,1219,1,0,0,0,5.6389,0.00241,0.6611,0.1667,,0.0
Mar-2023,native,mobile-web,cpc,141,Education,149.79,27724,83,19220,10784,7,0,0,0,5.4029,0.002994,0.5611,0.0843,,0.0
Mar-2023,native,mobile-web,cpc,141,Health & Fitness,3.56,778,1,605,392,0,0,0,0,4.5792,0.001285,0.6479,,,0.0
Mar-2023,native,mobile-web,cpc,141,Arts & Entertainment,1232.83,334644,664,234836,138850,86,0,0,2,3.684,0.001984,0.5913,0.1295,,0.003012
Mar-2023,native,mobile-web,cpc,141,Travel,1585.63,476894,1001,328775,198007,50,0,0,11,3.3249,0.002099,0.6023,0.05,,0.010989
Mar-2023,native,mobile-web,cpc,141,Shopping,144.53,48057,53,38910,20626,8,0,0,1,3.0074,0.001103,0.5301,0.1509,,0.018868
Mar-2023,native,mobile-web,cpc,141,News,199.07,36330,102,25117,17889,3,0,0,0,5.4796,0.002808,0.7122,0.0294,,0.0
Mar-2023,native,mobile-web,cpc,141,Business,261.75,68685,102,51246,28170,16,0,0,0,3.8109,0.001485,0.5497,0.1569,,0.0
Mar-2023,native,mobile-web,cpc,119,Technology & Computing,4.85,1044,2,941,495,0,0,0,0,4.6456,0.001916,0.526,,,0.0
Mar-2023,native,mobile-web,cpc,119,Shopping,12.5,2924,10,2136,1237,0,0,0,0,4.2757,0.00342,0.5791,,,0.0
Mar-2023,native,mobile-web,cpc,119,Business,111.62,37021,112,34413,24063,5,0,0,0,3.0151,0.003025,0.6992,0.0446,,0.0
Mar-2023,native,mobile-web,cpc,85,Technology & Computing,208.84,37704,89,33575,23168,7,0,0,0,5.539,0.00236,0.69,0.0787,,0.0
Mar-2023,native,mobile-web,cpc,85,Education,15.88,5816,11,5415,3067,1,0,0,0,2.7306,0.001891,0.5664,0.0909,,0.0
Mar-2023,native,mobile-web,cpc,85,Travel,728.17,138342,223,112707,73685,35,0,0,0,5.2635,0.001612,0.6538,0.157,,0.0
Mar-2023,native,mobile-web,cpc,85,Health & Fitness,392.49,108938,385,85124,49079,24,0,0,1,3.6029,0.003534,0.5766,0.0623,,0.002597
Mar-2023,native,mobile-web,cpc,85,Shopping,268.58,45515,78,37287,21740,7,0,0,2,5.9008,0.001714,0.583,0.0897,,0.025641
Mar-2023,native,mobile-web,cpc,75,Travel,8.81,2191,4,1938,1209,0,0,0,0,4.0188,0.001826,0.6238,,,0.0
Mar-2023,native,mobile-web,cpc,75,Education,238.06,52794,41,37453,25178,7,0,0,0,4.5093,0.000777,0.6723,0.1707,,0.0
Mar-2023,native,mobile-web,cpc,75,Health & Fitness,1403.84,256447,210,187330,106028,11,0,0,1,5.4742,0.000819,0.566,0.0524,,0.004762
Mar-2023,native,mobile-web,cpc,75,Arts & Entertainment,1763.7,507847,1003,446275,242852,96,0,0,4,3.4729,0.001975,0.5442,0.0957,,0.003988
Mar-2023,native,mobile-app,cpm,109,Education,5145.67,1287251,4783,837301,463336,750,0,0,36,3.9974,0.003716,0.5534,0.1568,,0.007527
Mar-2023,native,mobile-app,cpm,109,Technology & Computing,54.41,11868,41,8308,4330,8,0,0,0,4.5844,0.003455,0.5212,0.1951,,0.0
Mar-2023,native,mobile-app,cpm,109,Health & Fitness,318.94,61761,230,50255,27016,40,0,0,1,5.164,0.003724,0.5376,0.1739,,0.004348
Mar-2023,native,mobile-app,cpm,109,Business,75.92,19147,52,17098,9602,3,0,0,0,3.9652,0.002716,0.5616,0.0577,,0.0
Mar-2023,native,mobile-app,cpm,109,Food & Drink,143.34,32055,93,28037,16490,11,0,0,0,4.4717,0.002901,0.5882,0.1183,,0.0
Mar-2023,native,mobile-app,cpm,109,Automotive,260.29,64329,224,48538,30353,22,0,0,1,4.0462,0.003482,0.6253,0.0982,,0.004464
Mar-2023,native,mobile-app,cpm,109,Travel,76.26,15988,39,11357,7677,3,0,0,0,4.7698,0.002439,0.676,0.0769,,0.0
Mar-2023,native,mobile-app,cpm,127,Automotive,81.62,13474,36,10073,6775,1,0,0,0,6.0573,0.002672,0.6726,0.0278,,0.0
Mar-2023,native,mobile-app,cpm,127,Health & Fitness,6.47,1799,4,1632,957,0,0,0,0,3.5967,0.002223,0.5864,,,0.0
Mar-2023,native,mobile-app,cpm,127,Food & Drink,804.39,237911,833,207241,115825,83,0,0,6,3.3811,0.003501,0.5589,0.0996,,0.007203
Mar-2023,native,mobile-app,cpm,117,Health & Fitness,1747.24,407409,1362,271485,148597,153,0,0,3,4.2887,0.003343,0.5473,0.1123,,0.002203
Mar-2023,native,mobile-app,cpm,117,Travel,1592.01,280424,836,245228,171337,196,0,0,5,5.6771,0.002981,0.6987,0.2344,,0.005981
Mar-2023,native,mobile-app,cpm,117,Automotive,723.62,162864,607,148791,97146,16,0,0,7,4.4431,0.003727,0.6529,0.0264,,0.011532
Mar-2023,native,mobile-app,cpm,117,Education,22.95,8214,12,6985,4879,2,0,0,0,2.7941,0.001461,0.6985,0.1667,,0.0
Mar-2023,native,mobile-app,cpm,117,Shopping,619.28,103871,222,72233,40438,55,0,0,3,5.962,0.002137,0.5598,0.2477,,0.013514
Mar-2023,native,mobile-app,cpm,117,Business,540.56,118496,313,95253,66664,66,0,0,1,4.5619,0.002641,0.6999,0.2109,,0.003195
Mar-2023,native,mobile-app,cpm,125,Health & Fitness,134.65,22064,21,18714,12376,1,0,0,0,6.1028,0.000952,0.6613,0.0476,,0.0
Mar-2023,native,mobile-app,cpm,125,Education,63.34,13368,49,10875,6841,1,0,0,0,4.7385,0.003665,0.6291,0.0204,,0.0
Mar-2023,native,mobile-app,cpm,125,Food & Drink,108.42,24149,89,18161,12548,12,0,0,0,4.4896,0.003685,0.6909,0.1348,,0.0
Mar-2023,native,mobile-app,cpm,125,Business,1694.95,310922,256,208634,146882,33,0,0,1,5.4514,0.000823,0.704,0.1289,,0.003906
Mar-2023,native,mobile-app,cpm,125,Arts & Entertainment,1332.61,302817,284,249400,140836,11,0,0,0,4.4007,0.000938,0.5647,0.0387,,0.0
Mar-2023,native,mobile-app,cpm,125,Shopping,767.82,248663,695,205476,123138,46,0,0,17,3.0878,0.002795,0.5993,0.0662,,0.02446
Mar-2023,native,mobile-app,cpm,125,News,75.25,14905,14,13539,9216,0,0,0,0,5.0486,0.000939,0.6807,,,0.0
Mar-2023,native,mobile-app,cpm,125,Travel,116.24,29841,109,27751,17436,19,0,0,0,3.8953,0.003653,0.6283,0.1743,,0.0
Mar-2023,native,mobile-app,cpm,73,Real Estate,126.26,42441,123,29205,18344,19,0,0,1,2.9751,0.002898,0.6281,0.1545,,0.00813
Mar-2023,native,mobile-app,cpm,73,Automotive,33.16,9204,33,6861,4754,6,0,0,0,3.6027,0.003585,0.6929,0.1818,,0.0
Mar-2023,native,mobile-app,cpm,73,Shopping,588.95,173767,224,157503,84595,34,0,0,3,3.3893,0.001289,0.5371,0.1518,,0.013393
